nombre_producto,url,nombre_laboratorio,descripcion,composicion,indicaciones,presentacion,principios_activos,patologias,error
PANTOP® 20,https://ar.prvademecum.com/medicamento/pantop-20-9409/,ADIUM,Inhibidor de la bomba de protones.,"Cada comprimido recubierto gastrorresistente contiene: pantoprazol sódico sesquihidrato (equivalente a pantoprazol 20 mg) 22,57 mg; Excipientes c.s.",Tratamiento sintomático de la esofagitis por reflujo. Tratamiento a largo plazo y prevención de la recaída de esofagitis por reflujo. Prevención de úlceras gastroduodenales inducidas por fármacos antiinflamatorios no esteroideos (AINEs) no selectivos en pacientes de riesgo con una necesidad de tratamiento continuo con estos fármacos.,Envases con 14 y 28 comprimidos recubiertos gastrorresistentes.,Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTOPRANE,https://ar.prvademecum.com/medicamento/pantoprane-27759/,ECZANE,Pantoprazol. Antiulceroso. 20mg Comp. Rec. x 30. 40mg Comp. Rec. x 30.,,,,Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTOPRAZOL DENVER FARMA,https://ar.prvademecum.com/medicamento/pantoprazol-denver-farma-21665/,DENVER FARMA,Inhibidor selectivo de la bomba de protones.,Cada comprimido gastrorresistente contiene: Pantoprazol Sódico Sesquihidrato 45.10 mg (equivalente a Pantoprazol 40 mg). Excipientes c.s.,"Erradicación del Helicobacter pylori, administrado en asociación con 2 antibióticos apropiados (ver Posología) en pacientes con úlceras pépticas con el objetivo de reducir las recidivas de las úlceras gástricas y duodenales causadas por este microorganismo. Ulcera duodenal. Ulcera gástrica. Esofagitis por reflujo de grado moderado y severo.",Envase conteniendo 30 comprimidos gastrorresistentes.,Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTOPRAZOL DENVER FARMA VL,https://ar.prvademecum.com/medicamento/pantoprazol-denver-farma-vl-31070/,DENVER FARMA,Pantoprazol. Inh. bomba de protones. 20mg Comp. x 14. 40mg Comp. x 28.,,,,Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTOPRAZOL PHARMAVIAL IV,https://ar.prvademecum.com/medicamento/pantoprazol-pharmavial-iv-31660/,IBC,Pantoprazol. Inh. bomba protones gástrica. Liof. 40mg IV Iny F.Amp. x 50.,,,,Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTOPRAZOL TEVA,https://ar.prvademecum.com/medicamento/pantoprazol-teva-27100/,TEVA ARGENTINA,Pantoprazol. Antiulceroso. 40mg Tab. x 28.,,,,Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTOSEPTO,https://ar.prvademecum.com/medicamento/pantosepto-24309/,CRAVERI,Antiulceroso.,Pantoprazol.,"Úlcera duodenal, úlcera gástrica, formas moderadas y graves de esofagitis, enfermedad por reflujo gastroesofágico.",Pantosepto (Pantoprazol 40 mg): envases conteniendo 14 y 28 comprimidos recubiertos gastrorresistentes.,Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTUS 20,https://ar.prvademecum.com/medicamento/pantus-20-10967/,BALIARDA,Inhibidor selectivo de la bomba de protones.,"Pantus 20 (comprimidos): Cada comprimido recubierto gastrorresistente contiene: Pantoprazol (como pantoprazol sódico sesquihidrato) 20,00 mg. Excipientes: carbonato de sodio, povidona, manitol, crospovidona, estearato de magnesio, hidroxipropilmetilcelulosa, talco, polietilenglicol 6000, propilenglicol, Eudragit L30D55, trietilcitrato, dióxido de titanio, laca amarillo de quinolina, vainillina, c.s.p. 1 comprimido. Pantus 40 (comprimidos): Cada comprimido recubierto gastrorresistente contiene: Pantoprazol (como pantoprazol sódico sesquihidrato) 40,00 mg. Excipientes: carbonato de sodio, povidona, manitol, crospovidona, estearato de magnesio, hidroxipropilmetilcelulosa, talco, polietilenglicol 6000, propilenglicol, Eudragit L30D55, trietilcitrato, dióxido de titanio, laca amarillo de quinolina, laca amarillo ocaso, vainillina, c.s.p. 1 comprimido. Pantus 20 (granulado): Cada sobre contiene: Pantoprazol (como pantoprazol sódico sesquihidrato) 20,00 mg. Excipientes: Cellactose 80, esferas de azúcar, hidróxido de sodio, laurilsulfato de sodio, trietilcitrato, carbonato de magnesio pesado, sorbato de potasio, povidona, Eudragit L100-55, talco, dióxido de titanio, ácido cítrico anhidro, sucralosa, goma guar, esencia de banana, esencia de fruta, amarillo de quinolina, rojo amaranto soluble, c.s.p. 1 sobre. Pantus 40 (granulado): Cada sobre contiene: Pantoprazol (como pantoprazol sódico sesquihidrato) 40,00 mg. Excipientes: Cellactose 80, esferas de azúcar, hidróxido de sodio, laurilsulfato de sodio, trietilcitrato, carbonato de magnesio pesado, sorbato de potasio, povidona, Eudragit L100-55, talco, dióxido de titanio, ácido cítrico anhidro, sucralosa, goma guar, esencia de banana, esencia de fruta, amarillo de quinolina, rojo amaranto soluble, c.s.p. 1 sobre.","Tratamiento a corto plazo de la esofagitis erosiva asociada con la enfermedad por reflujo gastroesofágico. Tratamiento de mantenimiento de la esofagitis erosiva en adultos. Alivio sintomático a corto plazo de la esofagitis erosiva en adultos y pacientes pediátricos mayores de 5 años. Condiciones hipersecretorias patológicas como síndrome de Zollinger - Ellison. Prevención de úlcera gastroduodenal inducida por fármacos antiinflamatorios no esteroides (AINEs), en pacientes adultos de riesgo que necesitan tratamiento continuado con AINEs.","Pantus 20: Comprimidos: envases conteniendo 15 y 30 comprimidos recubiertos gastrorresistentes. Granulado: envases conteniendo 30 sobres, vaso dosificador y varilla mezcladora. Pantus 40: Comprimidos: envases conteniendo 15, 30 y 60 comprimidos recubiertos gastrorresistentes Granulado: envases conteniendo 30 sobres, vaso dosificador y varilla mezcladora.",Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTUS 40,https://ar.prvademecum.com/medicamento/pantus-40-10561/,BALIARDA,Inhibidor selectivo de la bomba de protones.,"Pantus 20 (comprimidos): Cada comprimido recubierto gastrorresistente contiene: Pantoprazol (como pantoprazol sódico sesquihidrato) 20,00 mg. Excipientes: carbonato de sodio, povidona, manitol, crospovidona, estearato de magnesio, hidroxipropilmetilcelulosa, talco, polietilenglicol 6000, propilenglicol, Eudragit L30D55, trietilcitrato, dióxido de titanio, laca amarillo de quinolina, vainillina, c.s.p. 1 comprimido. Pantus 40 (comprimidos): Cada comprimido recubierto gastrorresistente contiene: Pantoprazol (como pantoprazol sódico sesquihidrato) 40,00 mg. Excipientes: carbonato de sodio, povidona, manitol, crospovidona, estearato de magnesio, hidroxipropilmetilcelulosa, talco, polietilenglicol 6000, propilenglicol, Eudragit L30D55, trietilcitrato, dióxido de titanio, laca amarillo de quinolina, laca amarillo ocaso, vainillina, c.s.p. 1 comprimido. Pantus 20 (granulado): Cada sobre contiene: Pantoprazol (como pantoprazol sódico sesquihidrato) 20,00 mg. Excipientes: Cellactose 80, esferas de azúcar, hidróxido de sodio, laurilsulfato de sodio, trietilcitrato, carbonato de magnesio pesado, sorbato de potasio, povidona, Eudragit L100-55, talco, dióxido de titanio, ácido cítrico anhidro, sucralosa, goma guar, esencia de banana, esencia de fruta, amarillo de quinolina, rojo amaranto soluble, c.s.p. 1 sobre. Pantus 40 (granulado): Cada sobre contiene: Pantoprazol (como pantoprazol sódico sesquihidrato) 40,00 mg. Excipientes: Cellactose 80, esferas de azúcar, hidróxido de sodio, laurilsulfato de sodio, trietilcitrato, carbonato de magnesio pesado, sorbato de potasio, povidona, Eudragit L100-55, talco, dióxido de titanio, ácido cítrico anhidro, sucralosa, goma guar, esencia de banana, esencia de fruta, amarillo de quinolina, rojo amaranto soluble, c.s.p. 1 sobre.","Tratamiento a corto plazo de la esofagitis erosiva asociada con la enfermedad por reflujo gastroesofágico. Tratamiento de mantenimiento de la esofagitis erosiva en adultos. Alivio sintomático a corto plazo de la esofagitis erosiva en adultos y pacientes pediátricos mayores de 5 años. Condiciones hipersecretorias patológicas como síndrome de Zollinger - Ellison. Prevención de úlcera gastroduodenal inducida por fármacos antiinflamatorios no esteroides (AINEs), en pacientes adultos de riesgo que necesitan tratamiento continuado con AINEs.","Pantus 20: Comprimidos: envases conteniendo 15 y 30 comprimidos recubiertos gastrorresistentes. Granulado: envases conteniendo 30 sobres, vaso dosificador y varilla mezcladora. Pantus 40: Comprimidos: envases conteniendo 15, 30 y 60 comprimidos recubiertos gastrorresistentes Granulado: envases conteniendo 30 sobres, vaso dosificador y varilla mezcladora.",Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTUS I.V.,https://ar.prvademecum.com/medicamento/pantus-i-v--14714/,BALIARDA,Antiulceroso.,"Cada frasco-ampolla liofilizado contiene: pantoprazol sódico 42,30mg (equivalente a 40mg de pantoprazol).",Ulcera duodenal. Ulcera gástrica. Esofagitis por reflujo gastroesofágico moderada a severa. La administración intravenosa de PANTUS I.V. BALIARDA se recomienda únicamente cuando no fuera posible su administración por vía oral.,Envase con 1 frasco-ampolla liofilizado.,Pantoprazol,Esofagitis por reflujo; Ulcera péptica,
PANTUSEC,https://ar.prvademecum.com/medicamento/pantusec-24083/,BALIARDA,Inhibidor selectivo de la bomba de protones.,"Pantusec 20. Cada comprimido recubierto gastrorresistente contiene: Pantoprazol magnésico dihidrato (Equivalente a Pantoprazol 20 mg) 21,52 mg. Cada comprimido recubierto gastrorresistente contiene: Pantoprazol magnésico dihidrato (Equivalente a Pantoprazol 40 mg) 43,04 mg.",Ulcera duodenal. Úlcera gástrica. Esofagitis por reflujo gastroesofágico. Síndrome de Zollinger - Ellison y otras condiciones hipersecretorias patológicas de ácido clorhídrico. Erradicación de Helicobacter pylori (H. pylori) en combinación con terapia antibiótica adecuada en pacientes con H. pylori asociado a úlceras.,PANTUSEC 20/40: envases con 30 comprimidos recubiertos gastrorresistentes.,Pantoprazol magnésico,Esofagitis por reflujo; Ulcera péptica,
PANTUSEC 20,https://ar.prvademecum.com/medicamento/pantusec-20-30458/,BALIARDA,Antiulceroso.,,,Pantusec 20: Envases conteniendo 14 comprimidos recubiertos gastrorresistentes.,Pantoprazol magnésico,Esofagitis por reflujo; Ulcera péptica,
PANZYGA,https://ar.prvademecum.com/medicamento/panzyga-30100/,INFINITY PHARMA,Agente inmunizante. Estabilizado con glicina. No contiene azúcares.,Inmunoglobulina humana normal (IgIV).,"Terapia de reemplazo para pacientes con síndrome de inmunodeficiencia primaria (SIDP): Agammaglobulinemia e hipogammaglobulinemia congénita, inmunodeficiencia variable común, inmunodeficiencias combinadas severas. Síndrome de Inmunodeficiencias secundarias (IDS): Mieloma o leucemia linfocítica crónica con hipogammaglobulinemia secundaria severa e infecciones recurrentes. Pacientes que tienen bajos niveles de inmunoglobulinas después de trasplante de células madre. Pacientes con SIDA congénito que sufren de infecciones bacterianas recurrentes.
Terapia de Inmunomodulación: Panzyga® se puede utilizar adicionalmente en el tratamiento de alteraciones inflamatorias: Trombocitopenia Inmune (ITP), enfermedad de Kawasaki, Síndrome de Guillain Barré, Polineuropatía desmielinizante inflamatoria crónica (PDIC), Neuropatía motora multifocal (NMM).","Solución para infusión que contiene 100 mg/mL de inmunoglobulina humana normal, de la cual ≥95% es IgG. Contenido de IgA ≤0,3 mg/mL. Frasco/vial: 5 g/50 ml y 10 g/100 ml.",Inmunoglobulina humana normal,Inmunización,
PAPASINE,https://ar.prvademecum.com/medicamento/papasine-3318/,BERNABO,Antibiótico de amplio espectro. Antiinflamatorio.,"Naproxeno 80mg, Tetraciclina clorhidrato 250 mg",,Comp. rec. x 8 y 16.,Tetraciclina; Naproxeno,Infección - Inflamación,
PAPILOCARE,https://ar.prvademecum.com/medicamento/papilocare-31363/,MEGALABS ARG.,Prev y trat coady en lesiones por VPH. Vag. Gel x 7 canulas.,,,,Aloe vera; Beta glucano; Bioecolia; Centella asiática; Coriolus Versicolor; Hialurónico ácido,,
PARACETAMOL 1 GRAMO,https://ar.prvademecum.com/medicamento/paracetamol-1-gramo-28619/,ISA,Paracetamol. Analgésico. Antifebril. 1g Comp. x 8. Exp. 1g Comp. x 8 Blst. x 50. 1g Comp. x 24.,,,,Paracetamol,Dolor; Enfermedades inflamat. osteomioarticulares; Fiebre - Hipertermia,
PARACETAMOL 1G,https://ar.prvademecum.com/medicamento/paracetamol-1g-28804/,TEVA ARGENTINA,Paracetamol. Analgésico. Antifebril. 1g Comp. x 8. 1g Comp. x 24. 1g Comp. x 30.,,,,Paracetamol,Dolor; Enfermedades inflamat. osteomioarticulares; Fiebre - Hipertermia,
PARACETAMOL 500 LABSA,https://ar.prvademecum.com/medicamento/paracetamol-500-labsa-28294/,LABSA,Paracetamol. Antiinflamatorio. Analgésico. Antipirético. 500mg Comp. x 20.,,,,Paracetamol,Dolor; Enfermedades inflamat. osteomioarticulares; Fiebre - Hipertermia,
PARACETAMOL BAYER,https://ar.prvademecum.com/medicamento/paracetamol-bayer-20719/,BAYER,Analgésico-Antifebril.,"Cada comprimido contiene como ingrediente activo: Paracetamol 500,0 miligramos; ingredientes inactivos, almidón de maíz, celulosa microcristalina, povidona, estearato de magnesio.","Paracetamol Bayer® está indicado para el alivio sintomático de dolores leves a moderados de cabeza, de garganta, menstruales, musculares, articulares, de espalda, dentarios, dolor leve de artritis, alivio de estados gripales y/o resfríos y reducir la fiebre.",Envases por 30 y 40 comprimidos.,Paracetamol,Dolor; Enfermedades inflamat. osteomioarticulares; Fiebre - Hipertermia,
PARACETAMOL FECOFAR,https://ar.prvademecum.com/medicamento/paracetamol-fecofar-3322/,FECOFAR,Paracetamol. Analgésico. Antifebril. Gotas x 20ml.,,,,Paracetamol,Dolor; Enfermedades inflamat. osteomioarticulares; Fiebre - Hipertermia,
PARACETAMOL FORTE RAFFO®,https://ar.prvademecum.com/medicamento/paracetamol-forte-raffo-9700/,ADIUM,"Antiinflamatorio, analgésico, antipirético.",Cada comprimido recubierto contiene: Paracetamol 500.00 mg; Diclofenac Potásico 50.00 mg. Excipientes: Croscarmelosa Sódica; Dióxido de Silicio Coloidal; Celulosa Microcristalina pH 200; Povidona K30; Óxido de Hierro Amarillo; Estearato de Magnesio; Opadry II W30-18037; c.s.,"Tratamiento de enfermedades reumáticas crónicas inflamatorias tales como artritis reumatoide, espondilitis anquilosante, artrosis, espóndilo-artritis. Reumatismo extraarticular. Tratamiento sintomático del ataque agudo de gota. Tratamiento sintomático de la dismenorrea primaria. Tratamiento de inflamaciones y tumefacciones postraumáticas. Tratamiento del dolor e inflamación de los procesos post-operatorios. Tratamiento del dolor e inflamación en procesos odontoestomatológicos. Tratamiento del dolor e inflamación en procesos otorrinolaringológicos.","Envases conteniendo 10, 15 y 30 comprimidos recubiertos.",Paracetamol; Diclofenac,Dolor; Enfermedades inflamat. osteomioarticulares; Fiebre - Hipertermia,
PARACETAMOL GRIP NF,https://ar.prvademecum.com/medicamento/paracetamol-grip-nf-16495/,ADIUM,Antigripal. Antihistamínico.,Cada comprimido recubierto contiene: Paracetamol CD 90% 556.00 mg Bromhexina Clorhidrato 8.00 mg. Pseudoefedrina sulfato 60.00 mg. Loratadina 2.50 mg. Excipientes: Almidón pregelatinizado; Povidona; Celulosa microcristalina pH 200; Dióxido de silicio coloidal; Croscarmelosa sódica; Estearato de magnesio; Opadry II c.s.,"Tratamiento sintomático de cuadros gripales que se acompañen de fiebre, dolor, tos y congestión nasal, sinusal u ocular.",Envases conteniendo 20 comprimidos recubiertos.,Bromhexina; Loratadina; Paracetamol; Seudoefedrina,Gripe,
